! n m alpha seq
15 10 0.4 6
39.00	13.00	18.00	20.00	30.00	34.00	10.00	40.00	33.00	21.00	15.60	5.20	7.20	8.00	12.00	13.60	4.00	16.00	13.20	8.40
30.00	31.00	27.00	29.00	21.00	30.00	42.00	18.00	36.00	26.00	12.00	12.40	10.80	11.60	8.40	12.00	16.80	7.20	14.40	10.40
34.00	10.00	24.00	11.00	11.00	14.00	19.00	34.00	46.00	35.00	13.60	4.00	9.60	4.40	4.40	5.60	7.60	13.60	18.40	14.00
44.00	31.00	20.00	45.00	26.00	23.00	47.00	49.00	23.00	11.00	17.60	12.40	8.00	18.00	10.40	9.20	18.80	19.60	9.20	4.40
39.00	21.00	33.00	36.00	22.00	34.00	41.00	47.00	10.00	22.00	15.60	8.40	13.20	14.40	8.80	13.60	16.40	18.80	4.00	8.80
25.00	48.00	28.00	21.00	19.00	27.00	34.00	24.00	46.00	48.00	10.00	19.20	11.20	8.40	7.60	10.80	13.60	9.60	18.40	19.20
25.00	48.00	36.00	23.00	10.00	48.00	46.00	13.00	18.00	43.00	10.00	19.20	14.40	9.20	4.00	19.20	18.40	5.20	7.20	17.20
24.00	13.00	31.00	32.00	16.00	16.00	28.00	48.00	47.00	46.00	9.60	5.20	12.40	12.80	6.40	6.40	11.20	19.20	18.80	18.40
16.00	23.00	49.00	32.00	40.00	18.00	13.00	13.00	40.00	36.00	6.40	9.20	19.60	12.80	16.00	7.20	5.20	5.20	16.00	14.40
35.00	21.00	41.00	34.00	20.00	23.00	16.00	10.00	38.00	39.00	14.00	8.40	16.40	13.60	8.00	9.20	6.40	4.00	15.20	15.60
49.00	22.00	46.00	32.00	38.00	34.00	41.00	13.00	33.00	21.00	19.60	8.80	18.40	12.80	15.20	13.60	16.40	5.20	13.20	8.40
23.00	14.00	24.00	15.00	34.00	32.00	37.00	20.00	37.00	20.00	9.20	5.60	9.60	6.00	13.60	12.80	14.80	8.00	14.80	8.00
43.00	16.00	26.00	41.00	27.00	13.00	18.00	47.00	32.00	16.00	17.20	6.40	10.40	16.40	10.80	5.20	7.20	18.80	12.80	6.40
47.00	19.00	33.00	49.00	27.00	36.00	24.00	17.00	22.00	28.00	18.80	7.60	13.20	19.60	10.80	14.40	9.60	6.80	8.80	11.20
24.00	26.00	35.00	21.00	26.00	49.00	25.00	18.00	42.00	39.00	9.60	10.40	14.00	8.40	10.40	19.60	10.00	7.20	16.80	15.60
