! n m alpha
20 5 0.1
15.000000	28.000000	77.000000	1.000000	45.000000	1.500000	2.800000	7.700000	0.100000	4.500000
64.000000	4.000000	36.000000	59.000000	73.000000	6.400000	0.400000	3.600000	5.900000	7.300000
64.000000	43.000000	57.000000	95.000000	59.000000	6.400000	4.300000	5.700000	9.500000	5.900000
48.000000	93.000000	15.000000	49.000000	63.000000	4.800000	9.300000	1.500000	4.900000	6.300000
9.000000	1.000000	81.000000	90.000000	54.000000	0.900000	0.100000	8.100000	9.000000	5.400000
91.000000	81.000000	82.000000	78.000000	98.000000	9.100000	8.100000	8.200000	7.800000	9.800000
27.000000	77.000000	98.000000	3.000000	39.000000	2.700000	7.700000	9.800000	0.300000	3.900000
34.000000	69.000000	97.000000	69.000000	75.000000	3.400000	6.900000	9.700000	6.900000	7.500000
42.000000	52.000000	12.000000	99.000000	33.000000	4.200000	5.200000	1.200000	9.900000	3.300000
3.000000	28.000000	35.000000	41.000000	8.000000	0.300000	2.800000	3.500000	4.100000	0.800000
11.000000	28.000000	84.000000	73.000000	86.000000	1.100000	2.800000	8.400000	7.300000	8.600000
54.000000	77.000000	70.000000	28.000000	41.000000	5.400000	7.700000	7.000000	2.800000	4.100000
27.000000	42.000000	27.000000	99.000000	41.000000	2.700000	4.200000	2.700000	9.900000	4.100000
30.000000	53.000000	37.000000	13.000000	22.000000	3.000000	5.300000	3.700000	1.300000	2.200000
9.000000	46.000000	59.000000	59.000000	43.000000	0.900000	4.600000	5.900000	5.900000	4.300000
15.000000	49.000000	42.000000	47.000000	34.000000	1.500000	4.900000	4.200000	4.700000	3.400000
88.000000	15.000000	57.000000	8.000000	80.000000	8.800000	1.500000	5.700000	0.800000	8.000000
55.000000	43.000000	16.000000	92.000000	16.000000	5.500000	4.300000	1.600000	9.200000	1.600000
50.000000	65.000000	11.000000	87.000000	37.000000	5.000000	6.500000	1.100000	8.700000	3.700000
57.000000	41.000000	34.000000	62.000000	94.000000	5.700000	4.100000	3.400000	6.200000	9.400000
