! n m alpha
20 5 0.1
71.000000	13.000000	61.000000	21.000000	91.000000	7.100000	1.300000	6.100000	2.100000	9.100000
27.000000	11.000000	25.000000	8.000000	13.000000	2.700000	1.100000	2.500000	0.800000	1.300000
55.000000	73.000000	52.000000	5.000000	7.000000	5.500000	7.300000	5.200000	0.500000	0.700000
90.000000	43.000000	72.000000	8.000000	95.000000	9.000000	4.300000	7.200000	0.800000	9.500000
11.000000	27.000000	89.000000	58.000000	20.000000	1.100000	2.700000	8.900000	5.800000	2.000000
18.000000	33.000000	75.000000	59.000000	69.000000	1.800000	3.300000	7.500000	5.900000	6.900000
42.000000	57.000000	60.000000	85.000000	45.000000	4.200000	5.700000	6.000000	8.500000	4.500000
64.000000	42.000000	28.000000	35.000000	44.000000	6.400000	4.200000	2.800000	3.500000	4.400000
73.000000	71.000000	94.000000	84.000000	29.000000	7.300000	7.100000	9.400000	8.400000	2.900000
95.000000	3.000000	95.000000	97.000000	32.000000	9.500000	0.300000	9.500000	9.700000	3.200000
22.000000	11.000000	18.000000	93.000000	94.000000	2.200000	1.100000	1.800000	9.300000	9.400000
53.000000	49.000000	73.000000	60.000000	84.000000	5.300000	4.900000	7.300000	6.000000	8.400000
32.000000	8.000000	40.000000	99.000000	60.000000	3.200000	0.800000	4.000000	9.900000	6.000000
5.000000	3.000000	61.000000	29.000000	49.000000	0.500000	0.300000	6.100000	2.900000	4.900000
94.000000	47.000000	68.000000	94.000000	49.000000	9.400000	4.700000	6.800000	9.400000	4.900000
12.000000	58.000000	75.000000	41.000000	65.000000	1.200000	5.800000	7.500000	4.100000	6.500000
41.000000	23.000000	37.000000	51.000000	85.000000	4.100000	2.300000	3.700000	5.100000	8.500000
85.000000	79.000000	13.000000	87.000000	52.000000	8.500000	7.900000	1.300000	8.700000	5.200000
75.000000	99.000000	65.000000	97.000000	8.000000	7.500000	9.900000	6.500000	9.700000	0.800000
38.000000	23.000000	7.000000	11.000000	58.000000	3.800000	2.300000	0.700000	1.100000	5.800000
