! n m alpha seq
10 10 0.5 5
20.00	11.00	18.00	46.00	38.00	31.00	37.00	17.00	45.00	23.00	10.00	5.50	9.00	23.00	19.00	15.50	18.50	8.50	22.50	11.50
47.00	21.00	29.00	31.00	20.00	42.00	34.00	23.00	27.00	44.00	23.50	10.50	14.50	15.50	10.00	21.00	17.00	11.50	13.50	22.00
29.00	27.00	47.00	28.00	10.00	43.00	35.00	35.00	26.00	27.00	14.50	13.50	23.50	14.00	5.00	21.50	17.50	17.50	13.00	13.50
40.00	15.00	19.00	46.00	45.00	25.00	46.00	38.00	36.00	18.00	20.00	7.50	9.50	23.00	22.50	12.50	23.00	19.00	18.00	9.00
35.00	15.00	44.00	29.00	26.00	42.00	37.00	32.00	48.00	35.00	17.50	7.50	22.00	14.50	13.00	21.00	18.50	16.00	24.00	17.50
24.00	16.00	30.00	37.00	26.00	49.00	47.00	30.00	10.00	13.00	12.00	8.00	15.00	18.50	13.00	24.50	23.50	15.00	5.00	6.50
35.00	35.00	18.00	28.00	50.00	29.00	31.00	39.00	13.00	22.00	17.50	17.50	9.00	14.00	25.00	14.50	15.50	19.50	6.50	11.00
15.00	38.00	43.00	16.00	26.00	19.00	38.00	11.00	26.00	31.00	7.50	19.00	21.50	8.00	13.00	9.50	19.00	5.50	13.00	15.50
46.00	22.00	15.00	11.00	16.00	31.00	45.00	19.00	40.00	18.00	23.00	11.00	7.50	5.50	8.00	15.50	22.50	9.50	20.00	9.00
15.00	43.00	33.00	25.00	23.00	27.00	38.00	28.00	46.00	45.00	7.50	21.50	16.50	12.50	11.50	13.50	19.00	14.00	23.00	22.50
