! n m alpha seq
15 5 0.2 3
32.00	10.00	27.00	27.00	50.00	6.40	2.00	5.40	5.40	10.00
41.00	14.00	38.00	36.00	29.00	8.20	2.80	7.60	7.20	5.80
17.00	31.00	28.00	41.00	26.00	3.40	6.20	5.60	8.20	5.20
22.00	30.00	18.00	26.00	48.00	4.40	6.00	3.60	5.20	9.60
31.00	34.00	32.00	46.00	14.00	6.20	6.80	6.40	9.20	2.80
48.00	46.00	41.00	16.00	47.00	9.60	9.20	8.20	3.20	9.40
32.00	25.00	45.00	36.00	37.00	6.40	5.00	9.00	7.20	7.40
17.00	21.00	40.00	28.00	35.00	3.40	4.20	8.00	5.60	7.00
40.00	23.00	46.00	25.00	14.00	8.00	4.60	9.20	5.00	2.80
48.00	23.00	10.00	38.00	40.00	9.60	4.60	2.00	7.60	8.00
22.00	28.00	27.00	28.00	30.00	4.40	5.60	5.40	5.60	6.00
50.00	30.00	18.00	41.00	25.00	10.00	6.00	3.60	8.20	5.00
47.00	48.00	41.00	34.00	17.00	9.40	9.60	8.20	6.80	3.40
35.00	43.00	48.00	47.00	17.00	7.00	8.60	9.60	9.40	3.40
15.00	44.00	15.00	43.00	23.00	3.00	8.80	3.00	8.60	4.60
