! n m alpha seq
15 10 0.1 9
19.00	45.00	24.00	37.00	21.00	47.00	30.00	20.00	23.00	43.00	1.90	4.50	2.40	3.70	2.10	4.70	3.00	2.00	2.30	4.30
41.00	32.00	35.00	40.00	27.00	40.00	38.00	20.00	21.00	16.00	4.10	3.20	3.50	4.00	2.70	4.00	3.80	2.00	2.10	1.60
25.00	25.00	43.00	37.00	44.00	37.00	42.00	26.00	40.00	10.00	2.50	2.50	4.30	3.70	4.40	3.70	4.20	2.60	4.00	1.00
31.00	10.00	24.00	28.00	44.00	26.00	19.00	26.00	21.00	13.00	3.10	1.00	2.40	2.80	4.40	2.60	1.90	2.60	2.10	1.30
14.00	29.00	28.00	13.00	35.00	48.00	36.00	50.00	40.00	34.00	1.40	2.90	2.80	1.30	3.50	4.80	3.60	5.00	4.00	3.40
43.00	38.00	47.00	48.00	43.00	39.00	39.00	44.00	13.00	39.00	4.30	3.80	4.70	4.80	4.30	3.90	3.90	4.40	1.30	3.90
31.00	14.00	10.00	49.00	43.00	39.00	37.00	18.00	11.00	15.00	3.10	1.40	1.00	4.90	4.30	3.90	3.70	1.80	1.10	1.50
14.00	16.00	47.00	34.00	46.00	36.00	43.00	28.00	21.00	27.00	1.40	1.60	4.70	3.40	4.60	3.60	4.30	2.80	2.10	2.70
34.00	42.00	45.00	26.00	14.00	44.00	31.00	33.00	25.00	10.00	3.40	4.20	4.50	2.60	1.40	4.40	3.10	3.30	2.50	1.00
17.00	29.00	29.00	18.00	14.00	30.00	21.00	17.00	26.00	46.00	1.70	2.90	2.90	1.80	1.40	3.00	2.10	1.70	2.60	4.60
25.00	12.00	47.00	33.00	20.00	41.00	19.00	17.00	40.00	28.00	2.50	1.20	4.70	3.30	2.00	4.10	1.90	1.70	4.00	2.80
35.00	40.00	19.00	16.00	13.00	13.00	15.00	40.00	46.00	12.00	3.50	4.00	1.90	1.60	1.30	1.30	1.50	4.00	4.60	1.20
50.00	26.00	46.00	31.00	19.00	27.00	34.00	11.00	28.00	13.00	5.00	2.60	4.60	3.10	1.90	2.70	3.40	1.10	2.80	1.30
24.00	31.00	44.00	28.00	45.00	22.00	48.00	14.00	48.00	21.00	2.40	3.10	4.40	2.80	4.50	2.20	4.80	1.40	4.80	2.10
49.00	30.00	27.00	50.00	47.00	20.00	26.00	32.00	28.00	26.00	4.90	3.00	2.70	5.00	4.70	2.00	2.60	3.20	2.80	2.60
