! n m alpha seq
15 10 0.1 3
34.00	32.00	30.00	45.00	46.00	30.00	19.00	12.00	16.00	13.00	3.40	3.20	3.00	4.50	4.60	3.00	1.90	1.20	1.60	1.30
28.00	39.00	49.00	35.00	16.00	13.00	29.00	18.00	34.00	38.00	2.80	3.90	4.90	3.50	1.60	1.30	2.90	1.80	3.40	3.80
27.00	30.00	46.00	24.00	11.00	19.00	21.00	47.00	29.00	37.00	2.70	3.00	4.60	2.40	1.10	1.90	2.10	4.70	2.90	3.70
12.00	43.00	40.00	31.00	19.00	49.00	45.00	50.00	10.00	42.00	1.20	4.30	4.00	3.10	1.90	4.90	4.50	5.00	1.00	4.20
19.00	46.00	38.00	45.00	33.00	19.00	13.00	18.00	19.00	26.00	1.90	4.60	3.80	4.50	3.30	1.90	1.30	1.80	1.90	2.60
24.00	28.00	18.00	21.00	29.00	13.00	24.00	24.00	34.00	18.00	2.40	2.80	1.80	2.10	2.90	1.30	2.40	2.40	3.40	1.80
15.00	25.00	11.00	43.00	45.00	10.00	25.00	13.00	14.00	23.00	1.50	2.50	1.10	4.30	4.50	1.00	2.50	1.30	1.40	2.30
14.00	30.00	33.00	31.00	17.00	26.00	45.00	11.00	18.00	34.00	1.40	3.00	3.30	3.10	1.70	2.60	4.50	1.10	1.80	3.40
14.00	37.00	47.00	42.00	39.00	25.00	13.00	38.00	27.00	46.00	1.40	3.70	4.70	4.20	3.90	2.50	1.30	3.80	2.70	4.60
44.00	25.00	11.00	31.00	23.00	21.00	36.00	36.00	20.00	45.00	4.40	2.50	1.10	3.10	2.30	2.10	3.60	3.60	2.00	4.50
28.00	26.00	38.00	43.00	32.00	25.00	10.00	25.00	36.00	41.00	2.80	2.60	3.80	4.30	3.20	2.50	1.00	2.50	3.60	4.10
14.00	31.00	20.00	50.00	18.00	17.00	44.00	26.00	34.00	21.00	1.40	3.10	2.00	5.00	1.80	1.70	4.40	2.60	3.40	2.10
43.00	42.00	38.00	34.00	35.00	44.00	23.00	40.00	47.00	33.00	4.30	4.20	3.80	3.40	3.50	4.40	2.30	4.00	4.70	3.30
18.00	39.00	12.00	44.00	39.00	33.00	20.00	39.00	14.00	30.00	1.80	3.90	1.20	4.40	3.90	3.30	2.00	3.90	1.40	3.00
22.00	49.00	28.00	34.00	13.00	43.00	27.00	27.00	28.00	26.00	2.20	4.90	2.80	3.40	1.30	4.30	2.70	2.70	2.80	2.60
