! n m alpha seq
15 5 0.3 5
12.00	32.00	31.00	24.00	20.00	3.60	9.60	9.30	7.20	6.00
42.00	25.00	23.00	48.00	47.00	12.60	7.50	6.90	14.40	14.10
31.00	29.00	50.00	27.00	36.00	9.30	8.70	15.00	8.10	10.80
46.00	40.00	16.00	35.00	44.00	13.80	12.00	4.80	10.50	13.20
40.00	32.00	11.00	23.00	47.00	12.00	9.60	3.30	6.90	14.10
38.00	37.00	33.00	23.00	14.00	11.40	11.10	9.90	6.90	4.20
19.00	41.00	36.00	18.00	30.00	5.70	12.30	10.80	5.40	9.00
37.00	39.00	28.00	15.00	13.00	11.10	11.70	8.40	4.50	3.90
23.00	22.00	33.00	45.00	38.00	6.90	6.60	9.90	13.50	11.40
37.00	25.00	15.00	32.00	13.00	11.10	7.50	4.50	9.60	3.90
47.00	38.00	17.00	49.00	13.00	14.10	11.40	5.10	14.70	3.90
42.00	36.00	27.00	13.00	15.00	12.60	10.80	8.10	3.90	4.50
29.00	35.00	19.00	22.00	40.00	8.70	10.50	5.70	6.60	12.00
26.00	41.00	32.00	40.00	50.00	7.80	12.30	9.60	12.00	15.00
48.00	20.00	30.00	15.00	48.00	14.40	6.00	9.00	4.50	14.40
