! n m alpha seq
10 10 0.4 1
26.00	18.00	34.00	20.00	38.00	15.00	32.00	28.00	47.00	39.00	10.40	7.20	13.60	8.00	15.20	6.00	12.80	11.20	18.80	15.60
37.00	36.00	43.00	13.00	10.00	23.00	24.00	41.00	11.00	18.00	14.80	14.40	17.20	5.20	4.00	9.20	9.60	16.40	4.40	7.20
18.00	48.00	30.00	28.00	16.00	43.00	48.00	39.00	31.00	44.00	7.20	19.20	12.00	11.20	6.40	17.20	19.20	15.60	12.40	17.60
31.00	37.00	17.00	48.00	17.00	50.00	21.00	18.00	26.00	30.00	12.40	14.80	6.80	19.20	6.80	20.00	8.40	7.20	10.40	12.00
21.00	43.00	32.00	26.00	49.00	50.00	34.00	12.00	21.00	10.00	8.40	17.20	12.80	10.40	19.60	20.00	13.60	4.80	8.40	4.00
13.00	38.00	50.00	12.00	32.00	11.00	44.00	16.00	40.00	23.00	5.20	15.20	20.00	4.80	12.80	4.40	17.60	6.40	16.00	9.20
40.00	48.00	31.00	19.00	24.00	43.00	47.00	17.00	23.00	37.00	16.00	19.20	12.40	7.60	9.60	17.20	18.80	6.80	9.20	14.80
47.00	47.00	14.00	11.00	43.00	17.00	32.00	41.00	29.00	41.00	18.80	18.80	5.60	4.40	17.20	6.80	12.80	16.40	11.60	16.40
45.00	50.00	32.00	29.00	23.00	13.00	23.00	44.00	28.00	46.00	18.00	20.00	12.80	11.60	9.20	5.20	9.20	17.60	11.20	18.40
30.00	41.00	38.00	40.00	34.00	14.00	26.00	31.00	31.00	45.00	12.00	16.40	15.20	16.00	13.60	5.60	10.40	12.40	12.40	18.00
