! n m alpha
20 5 0.4
71.000000	13.000000	61.000000	21.000000	91.000000	28.400000	5.200000	24.400000	8.400000	36.400000
27.000000	11.000000	25.000000	8.000000	13.000000	10.800000	4.400000	10.000000	3.200000	5.200000
55.000000	73.000000	52.000000	5.000000	7.000000	22.000000	29.200000	20.800000	2.000000	2.800000
90.000000	43.000000	72.000000	8.000000	95.000000	36.000000	17.200000	28.800000	3.200000	38.000000
11.000000	27.000000	89.000000	58.000000	20.000000	4.400000	10.800000	35.600000	23.200000	8.000000
18.000000	33.000000	75.000000	59.000000	69.000000	7.200000	13.200000	30.000000	23.600000	27.600000
42.000000	57.000000	60.000000	85.000000	45.000000	16.800000	22.800000	24.000000	34.000000	18.000000
64.000000	42.000000	28.000000	35.000000	44.000000	25.600000	16.800000	11.200000	14.000000	17.600000
73.000000	71.000000	94.000000	84.000000	29.000000	29.200000	28.400000	37.600000	33.600000	11.600000
95.000000	3.000000	95.000000	97.000000	32.000000	38.000000	1.200000	38.000000	38.800000	12.800000
22.000000	11.000000	18.000000	93.000000	94.000000	8.800000	4.400000	7.200000	37.200000	37.600000
53.000000	49.000000	73.000000	60.000000	84.000000	21.200000	19.600000	29.200000	24.000000	33.600000
32.000000	8.000000	40.000000	99.000000	60.000000	12.800000	3.200000	16.000000	39.600000	24.000000
5.000000	3.000000	61.000000	29.000000	49.000000	2.000000	1.200000	24.400000	11.600000	19.600000
94.000000	47.000000	68.000000	94.000000	49.000000	37.600000	18.800000	27.200000	37.600000	19.600000
12.000000	58.000000	75.000000	41.000000	65.000000	4.800000	23.200000	30.000000	16.400000	26.000000
41.000000	23.000000	37.000000	51.000000	85.000000	16.400000	9.200000	14.800000	20.400000	34.000000
85.000000	79.000000	13.000000	87.000000	52.000000	34.000000	31.600000	5.200000	34.800000	20.800000
75.000000	99.000000	65.000000	97.000000	8.000000	30.000000	39.600000	26.000000	38.800000	3.200000
38.000000	23.000000	7.000000	11.000000	58.000000	15.200000	9.200000	2.800000	4.400000	23.200000
