! n m alpha seq
10 10 0.1 6
22.00	42.00	50.00	45.00	38.00	18.00	29.00	42.00	27.00	12.00	2.20	4.20	5.00	4.50	3.80	1.80	2.90	4.20	2.70	1.20
28.00	21.00	28.00	11.00	36.00	50.00	40.00	24.00	29.00	34.00	2.80	2.10	2.80	1.10	3.60	5.00	4.00	2.40	2.90	3.40
42.00	44.00	13.00	39.00	12.00	28.00	20.00	22.00	19.00	41.00	4.20	4.40	1.30	3.90	1.20	2.80	2.00	2.20	1.90	4.10
39.00	19.00	38.00	45.00	46.00	23.00	29.00	17.00	28.00	40.00	3.90	1.90	3.80	4.50	4.60	2.30	2.90	1.70	2.80	4.00
36.00	35.00	34.00	29.00	44.00	50.00	32.00	16.00	36.00	18.00	3.60	3.50	3.40	2.90	4.40	5.00	3.20	1.60	3.60	1.80
17.00	47.00	50.00	30.00	10.00	28.00	40.00	46.00	42.00	34.00	1.70	4.70	5.00	3.00	1.00	2.80	4.00	4.60	4.20	3.40
40.00	37.00	16.00	29.00	24.00	38.00	13.00	19.00	37.00	19.00	4.00	3.70	1.60	2.90	2.40	3.80	1.30	1.90	3.70	1.90
16.00	29.00	31.00	36.00	35.00	17.00	13.00	37.00	38.00	17.00	1.60	2.90	3.10	3.60	3.50	1.70	1.30	3.70	3.80	1.70
39.00	32.00	31.00	19.00	14.00	41.00	27.00	25.00	49.00	43.00	3.90	3.20	3.10	1.90	1.40	4.10	2.70	2.50	4.90	4.30
34.00	19.00	14.00	12.00	26.00	38.00	50.00	16.00	45.00	31.00	3.40	1.90	1.40	1.20	2.60	3.80	5.00	1.60	4.50	3.10
