! n m alpha seq
10 5 0.3 1
35.00	13.00	18.00	42.00	44.00	10.50	3.90	5.40	12.60	13.20
44.00	27.00	12.00	45.00	50.00	13.20	8.10	3.60	13.50	15.00
24.00	19.00	45.00	26.00	37.00	7.20	5.70	13.50	7.80	11.10
48.00	22.00	26.00	11.00	32.00	14.40	6.60	7.80	3.30	9.60
34.00	14.00	38.00	43.00	17.00	10.20	4.20	11.40	12.90	5.10
32.00	38.00	20.00	48.00	20.00	9.60	11.40	6.00	14.40	6.00
15.00	39.00	14.00	35.00	23.00	4.50	11.70	4.20	10.50	6.90
18.00	41.00	45.00	24.00	37.00	5.40	12.30	13.50	7.20	11.10
25.00	32.00	19.00	35.00	12.00	7.50	9.60	5.70	10.50	3.60
14.00	31.00	12.00	19.00	24.00	4.20	9.30	3.60	5.70	7.20
