! n m alpha seq
10 10 0.3 1
26.00	18.00	34.00	20.00	38.00	15.00	32.00	28.00	47.00	39.00	7.80	5.40	10.20	6.00	11.40	4.50	9.60	8.40	14.10	11.70
37.00	36.00	43.00	13.00	10.00	23.00	24.00	41.00	11.00	18.00	11.10	10.80	12.90	3.90	3.00	6.90	7.20	12.30	3.30	5.40
18.00	48.00	30.00	28.00	16.00	43.00	48.00	39.00	31.00	44.00	5.40	14.40	9.00	8.40	4.80	12.90	14.40	11.70	9.30	13.20
31.00	37.00	17.00	48.00	17.00	50.00	21.00	18.00	26.00	30.00	9.30	11.10	5.10	14.40	5.10	15.00	6.30	5.40	7.80	9.00
21.00	43.00	32.00	26.00	49.00	50.00	34.00	12.00	21.00	10.00	6.30	12.90	9.60	7.80	14.70	15.00	10.20	3.60	6.30	3.00
13.00	38.00	50.00	12.00	32.00	11.00	44.00	16.00	40.00	23.00	3.90	11.40	15.00	3.60	9.60	3.30	13.20	4.80	12.00	6.90
40.00	48.00	31.00	19.00	24.00	43.00	47.00	17.00	23.00	37.00	12.00	14.40	9.30	5.70	7.20	12.90	14.10	5.10	6.90	11.10
47.00	47.00	14.00	11.00	43.00	17.00	32.00	41.00	29.00	41.00	14.10	14.10	4.20	3.30	12.90	5.10	9.60	12.30	8.70	12.30
45.00	50.00	32.00	29.00	23.00	13.00	23.00	44.00	28.00	46.00	13.50	15.00	9.60	8.70	6.90	3.90	6.90	13.20	8.40	13.80
30.00	41.00	38.00	40.00	34.00	14.00	26.00	31.00	31.00	45.00	9.00	12.30	11.40	12.00	10.20	4.20	7.80	9.30	9.30	13.50
