! n m alpha seq
15 5 0.1 1
39.00	11.00	40.00	19.00	25.00	3.90	1.10	4.00	1.90	2.50
34.00	47.00	23.00	50.00	37.00	3.40	4.70	2.30	5.00	3.70
28.00	50.00	42.00	28.00	38.00	2.80	5.00	4.20	2.80	3.80
40.00	26.00	21.00	45.00	10.00	4.00	2.60	2.10	4.50	1.00
44.00	18.00	11.00	35.00	40.00	4.40	1.80	1.10	3.50	4.00
13.00	46.00	22.00	31.00	29.00	1.30	4.60	2.20	3.10	2.90
12.00	46.00	28.00	46.00	17.00	1.20	4.60	2.80	4.60	1.70
31.00	37.00	29.00	50.00	47.00	3.10	3.70	2.90	5.00	4.70
42.00	43.00	43.00	40.00	15.00	4.20	4.30	4.30	4.00	1.50
30.00	49.00	35.00	36.00	47.00	3.00	4.90	3.50	3.60	4.70
41.00	31.00	21.00	47.00	11.00	4.10	3.10	2.10	4.70	1.10
29.00	24.00	43.00	13.00	48.00	2.90	2.40	4.30	1.30	4.80
11.00	40.00	42.00	40.00	25.00	1.10	4.00	4.20	4.00	2.50
23.00	45.00	18.00	10.00	33.00	2.30	4.50	1.80	1.00	3.30
23.00	12.00	45.00	19.00	39.00	2.30	1.20	4.50	1.90	3.90
