! n m alpha seq
15 5 0.1 4
22.00	18.00	15.00	12.00	44.00	2.20	1.80	1.50	1.20	4.40
28.00	25.00	24.00	30.00	12.00	2.80	2.50	2.40	3.00	1.20
47.00	23.00	27.00	24.00	24.00	4.70	2.30	2.70	2.40	2.40
21.00	25.00	41.00	41.00	12.00	2.10	2.50	4.10	4.10	1.20
12.00	19.00	27.00	18.00	28.00	1.20	1.90	2.70	1.80	2.80
28.00	22.00	41.00	31.00	20.00	2.80	2.20	4.10	3.10	2.00
10.00	26.00	35.00	13.00	36.00	1.00	2.60	3.50	1.30	3.60
48.00	37.00	37.00	17.00	24.00	4.80	3.70	3.70	1.70	2.40
28.00	48.00	49.00	31.00	13.00	2.80	4.80	4.90	3.10	1.30
43.00	42.00	18.00	28.00	23.00	4.30	4.20	1.80	2.80	2.30
50.00	50.00	18.00	23.00	35.00	5.00	5.00	1.80	2.30	3.50
44.00	37.00	41.00	30.00	49.00	4.40	3.70	4.10	3.00	4.90
32.00	15.00	19.00	19.00	38.00	3.20	1.50	1.90	1.90	3.80
23.00	18.00	37.00	16.00	17.00	2.30	1.80	3.70	1.60	1.70
17.00	14.00	25.00	10.00	25.00	1.70	1.40	2.50	1.00	2.50
