! n m alpha seq
15 5 0.1 9
14.00	36.00	46.00	34.00	33.00	1.40	3.60	4.60	3.40	3.30
41.00	11.00	45.00	25.00	31.00	4.10	1.10	4.50	2.50	3.10
37.00	32.00	31.00	16.00	15.00	3.70	3.20	3.10	1.60	1.50
33.00	25.00	26.00	29.00	14.00	3.30	2.50	2.60	2.90	1.40
32.00	43.00	13.00	49.00	14.00	3.20	4.30	1.30	4.90	1.40
10.00	14.00	29.00	35.00	11.00	1.00	1.40	2.90	3.50	1.10
21.00	20.00	33.00	12.00	20.00	2.10	2.00	3.30	1.20	2.00
33.00	46.00	33.00	25.00	44.00	3.30	4.60	3.30	2.50	4.40
15.00	26.00	48.00	28.00	17.00	1.50	2.60	4.80	2.80	1.70
32.00	17.00	39.00	50.00	39.00	3.20	1.70	3.90	5.00	3.90
16.00	16.00	37.00	18.00	45.00	1.60	1.60	3.70	1.80	4.50
35.00	21.00	14.00	27.00	35.00	3.50	2.10	1.40	2.70	3.50
23.00	41.00	34.00	14.00	29.00	2.30	4.10	3.40	1.40	2.90
31.00	43.00	38.00	10.00	27.00	3.10	4.30	3.80	1.00	2.70
26.00	47.00	22.00	33.00	46.00	2.60	4.70	2.20	3.30	4.60
